Country;Product;Import Export;Shipping Method;Port;Category;Quantity;Value;Date;Customs Code;Weight
Cuba;almost;Export;Land;West Jerry;Machinery;5333;4909.65;18/05/2022;474286;4933.53
United Arab Emirates;film;Export;Sea;New Joseph;Machinery;1590;1199.8;25/09/2020;805393;1730.22
Uganda;door;Export;Sea;North Kristabury;Machinery;8591;8949.85;23/07/2024;157769;4738.94
Finland;law;Export;Sea;South Nicoleburgh;Toys;6450;7991.08;18/10/2021;270031;3800.39
United Kingdom;local;Export;Sea;Elizabethmouth;Machinery;3960;6205.88;12/07/2023;332426;1564.36
Aruba;green;Export;Land;Thomasmouth;Electronics;3717;4550.43;28/06/2022;539388;412.47
Heard Island and McDonald Islands;its;Export;Land;North Casey;Machinery;9290;2567.56;17/06/2023;625677;4870.73
Niger;future;Export;Sea;Kennethview;Furniture;5786;6511.06;03/05/2021;965585;2242.52
Denmark;specific;Export;Air;South Carolfurt;Electronics;3900;5971.29;10/03/2020;870237;2201.62
Vietnam;road;Export;Air;South Taylorview;Electronics;6207;3613.92;19/01/2020;691245;1309.36
Montenegro;report;Export;Land;Lake Jimmymouth;Clothing;6522;3082.22;12/04/2021;725113;2158.62
Heard Island and McDonald Islands;guess;Export;Land;Clementsborough;Clothing;3538;6169.41;08/09/2020;279552;4465.18
Faroe Islands;despite;Export;Land;Kimbury;Furniture;9668;1195.63;07/07/2022;808251;1669.78
Lithuania;organization;Export;Air;Houseside;Toys;8144;1958.73;05/12/2023;781600;2868.16
Comoros;growth;Export;Air;Reginaville;Toys;9844;2806.47;03/10/2021;625532;1064.25
Libyan Arab Jamahiriya;example;Export;Land;Lindafort;Toys;2346;9450.94;18/03/2020;296113;4256.56
Belarus;mouth;Export;Land;South Mary;Machinery;1590;3835.49;04/02/2022;193246;1165.34
India;environment;Export;Sea;Richardhaven;Clothing;2659;3912.79;30/01/2023;853438;4675.96
Western Sahara;check;Export;Air;Mistyview;Electronics;4804;4973.9;18/10/2020;112262;2559.34
Saint Kitts and Nevis;step;Export;Land;West Michellestad;Clothing;9540;531.58;19/09/2020;743189;471.68
Central African Republic;instead;Export;Air;Richardsonshire;Electronics;3288;6067.75;06/09/2024;680513;1208.16
Ethiopia;her;Export;Sea;Rayside;Clothing;2906;3650.63;29/04/2023;206469;1038.84
Marshall Islands;young;Export;Air;Mcculloughland;Toys;9658;1289.3;21/12/2019;934752;826.59
Bermuda;church;Export;Land;South Michael;Machinery;4125;9750.51;15/01/2022;525580;2054.21
Belize;discussion;Export;Land;South Benjamin;Machinery;2605;7866.45;11/02/2020;238216;4086.15
Anguilla;behavior;Export;Land;Mollymouth;Clothing;359;783.3;19/09/2023;345328;3480.28
Suriname;now;Export;Land;Victoriaside;Machinery;9229;3951.92;22/12/2023;720369;1936.73
Zambia;character;Export;Land;Tammiemouth;Machinery;8199;7885.04;10/01/2023;860168;1987.45
Monaco;hold;Export;Land;Rachelstad;Electronics;1380;6404.51;04/05/2020;281524;2326.95
Guam;your;Export;Land;Smithburgh;Electronics;5990;9377.09;25/11/2022;464970;2531.25
Cameroon;idea;Export;Land;New Nicholastown;Electronics;5469;572.54;01/07/2023;901586;844.48
Argentina;hope;Export;Land;New Aaronbury;Clothing;6620;9542.88;03/01/2020;320365;4803.6
United Arab Emirates;lay;Export;Air;Hortonshire;Electronics;8840;7138.29;04/04/2021;828232;4822.44
San Marino;song;Export;Sea;Andersonton;Electronics;1218;9837.66;22/05/2021;727290;3093.32
Tonga;a;Export;Air;Port Jessica;Toys;703;750.21;14/10/2022;724101;1582.21
Egypt;provide;Export;Sea;Wilsonborough;Electronics;2400;7862.48;25/09/2020;123436;4024.36
Bouvet Island (Bouvetoya);citizen;Export;Land;Jackmouth;Machinery;3468;6709.7;11/11/2021;571063;4851.71
French Guiana;everyone;Export;Air;Stewartshire;Furniture;6456;2945.75;04/07/2021;394418;369.32
San Marino;chance;Export;Sea;New Markberg;Furniture;7310;787.85;12/07/2023;442268;2188.6
Romania;tend;Export;Land;West Marc;Toys;2875;8524.92;19/11/2022;893017;3610.33
Azerbaijan;visit;Export;Air;Hicksport;Clothing;4170;8937.12;23/02/2024;828061;1366.83
Marshall Islands;term;Export;Sea;North Patriciamouth;Machinery;3206;4813.26;22/08/2022;503843;2917.52
Guam;leg;Export;Sea;Port Alexis;Electronics;3563;3798.23;07/04/2022;702298;3465.54
Iraq;common;Export;Air;Colleenmouth;Toys;3551;709.66;12/11/2023;948351;2821.91
Eritrea;above;Export;Land;Phillipsville;Furniture;3179;6129.06;05/04/2023;381590;2085.46
Sweden;body;Export;Air;North Richardview;Machinery;6743;3422.94;08/08/2023;488220;347.97
Netherlands;save;Export;Air;New Deborah;Electronics;597;5585.87;01/03/2023;127595;449.64
British Indian Ocean Territory (Chagos Archipelago);pattern;Export;Sea;Port Markfurt;Clothing;4226;8899.82;29/10/2019;122168;1958.16
Samoa;how;Export;Air;Grantton;Toys;9032;7957.27;30/11/2020;943815;4544.5
Puerto Rico;we;Export;Sea;Keithport;Toys;7278;4019.87;12/06/2023;410761;783.09
United Arab Emirates;trial;Export;Air;North Patriciahaven;Furniture;860;2319.47;01/09/2021;144689;4964.11
American Samoa;sure;Export;Land;Jeffreytown;Furniture;2706;4032.32;15/04/2024;849616;4758.99
Niger;shake;Export;Air;Elizabethmouth;Toys;6180;9106.24;17/09/2022;759181;1511.59
Ecuador;well;Export;Sea;South Austinport;Electronics;9193;2838.44;09/02/2020;833377;1509.65
Korea;life;Export;Land;West Deanna;Electronics;4738;7429.27;07/03/2022;498047;4832.55
Benin;sometimes;Export;Sea;New Jason;Toys;5575;7456.48;21/10/2020;750311;1975.04
Bhutan;woman;Export;Land;Christopherfurt;Machinery;3413;4498.34;25/02/2024;779005;521.2
Slovenia;care;Export;Air;Hutchinsonshire;Machinery;603;375.37;08/08/2024;329660;895.16
Uzbekistan;carry;Export;Sea;Andrewburgh;Furniture;1552;6350.4;14/07/2023;616061;595.69
Greece;reality;Export;Sea;Russellport;Machinery;7036;728.5;25/06/2020;492898;4893.37
Macao;together;Export;Land;Matthewsfurt;Electronics;2741;3922.84;18/03/2022;529272;74.64
Iraq;among;Export;Sea;Frederickmouth;Machinery;6106;207.87;07/07/2022;745577;1551.92
Russian Federation;focus;Export;Air;Torresville;Toys;272;5194.86;03/09/2022;606062;1914.41
Madagascar;I;Export;Land;Brownfort;Toys;9521;2679.48;23/03/2023;681881;2334.08
Angola;process;Export;Land;Clarkshire;Furniture;5664;4682.79;30/03/2023;894407;538.04
Germany;important;Export;Air;East Kenneth;Electronics;8359;4386.99;12/01/2022;977945;4321.52
Burundi;business;Export;Air;Port Nicolechester;Clothing;1175;7745.08;10/01/2021;685245;2015.1
Gabon;drive;Export;Land;Lake Donald;Furniture;9336;5255.96;25/01/2024;379242;3264.03
Hong Kong;window;Export;Sea;Rosarioville;Clothing;4811;1924.72;13/06/2024;836940;4288.08
Italy;visit;Export;Air;Webbton;Clothing;5336;495.25;31/12/2019;751447;269.33
Montenegro;much;Export;Land;Derekfurt;Electronics;1991;8620.63;10/04/2022;642765;1693.24
French Southern Territories;enjoy;Export;Air;Jimmyborough;Furniture;1311;333.76;11/04/2020;879157;775.3
French Polynesia;civil;Export;Sea;West Brandon;Electronics;8195;9240.15;21/09/2022;446633;1582.56
Tajikistan;wind;Export;Sea;Kennethville;Electronics;1702;3224.72;18/12/2021;386837;116.84
Vietnam;education;Export;Land;Lindseyborough;Furniture;2304;5620.45;22/08/2020;224280;3467.9
Denmark;course;Export;Sea;North Sarachester;Toys;5975;147.25;14/02/2023;877348;1768.65
United Kingdom;yard;Export;Sea;Stevenfurt;Furniture;1463;6365.29;06/07/2021;807021;4336.17
Niger;expect;Export;Air;South Darrylfurt;Clothing;8452;2523.01;17/06/2022;184803;2353.35
Burkina Faso;hundred;Export;Land;Greeneland;Clothing;1052;3084.02;02/08/2024;203424;2619.91
Grenada;style;Export;Land;Jamesshire;Clothing;9131;7652.64;21/11/2022;356119;1992.87
Russian Federation;lay;Export;Sea;North Lindsaymouth;Machinery;2865;185.76;18/03/2023;663494;2067.22
Tunisia;building;Export;Land;Loriburgh;Clothing;3718;5893.41;10/05/2023;967630;4658.13
Saint Vincent and the Grenadines;far;Export;Air;Lake Christophermouth;Clothing;907;5440.14;24/02/2021;516361;1138.74
Somalia;result;Export;Land;Rodriguezchester;Clothing;6168;5315.9;31/03/2022;975548;275.85
Bermuda;successful;Export;Air;Gomezbury;Machinery;9560;3828.77;24/04/2021;829201;2027.25
Spain;his;Export;Sea;Beckhaven;Machinery;3090;7368.96;18/05/2022;518832;1764.57
Cuba;join;Export;Sea;New Thomasshire;Clothing;8919;9382.46;19/04/2021;885329;4588.24
Central African Republic;will;Export;Sea;Huberhaven;Toys;5997;2135.56;11/06/2022;225041;4343.89
Reunion;many;Export;Land;North Colleen;Clothing;9436;441.12;24/05/2022;593813;3335.89
Uganda;risk;Export;Air;Stephenside;Furniture;8469;9371.91;11/05/2020;945766;127.76
Tunisia;opportunity;Export;Land;Carolborough;Electronics;5736;5050.94;11/11/2022;976783;1422.3
Central African Republic;realize;Export;Air;Jacquelinechester;Machinery;3497;3227.04;22/03/2020;903152;1355.4
China;side;Export;Sea;South Barbara;Electronics;3507;2296.85;11/04/2022;739893;2296.76
Gibraltar;recent;Export;Sea;Whitestad;Furniture;2384;7642.44;04/07/2024;220990;508.28
Bahamas;bar;Export;Land;Christophertown;Toys;6467;9846.75;15/11/2023;120934;4946.76
Cameroon;trade;Export;Air;Port Michaelshire;Furniture;3028;1742.22;07/01/2023;422895;273.81
Bulgaria;book;Export;Sea;South Robert;Machinery;5503;1453.76;31/07/2022;835030;2726.24
Madagascar;often;Export;Air;Jenniferhaven;Electronics;9846;7824.04;31/05/2020;843249;2243.78
Saint Lucia;line;Export;Air;Lake Alex;Clothing;2452;2165.81;20/10/2020;765237;1179.84
Cote d'Ivoire;billion;Export;Land;North Bethany;Electronics;4369;8460.2;07/01/2020;698233;647.09
Ghana;film;Export;Air;Kaiserhaven;Clothing;5828;1358.88;15/08/2021;128618;2547.65
Jamaica;order;Export;Air;North Victor;Clothing;2658;7273.92;06/10/2023;364891;1433.49
Lesotho;truth;Export;Air;North Edwardview;Furniture;8761;1313.13;26/10/2021;642400;2632.8
Tanzania;financial;Export;Air;Carterview;Toys;5651;1214.78;17/10/2019;558312;3733.51
Antarctica (the territory South of 60 deg S);likely;Export;Sea;Warrentown;Furniture;1818;9593.28;25/04/2021;116021;3907.6
Gabon;truth;Export;Sea;Lake Chloeberg;Electronics;911;5475.48;15/09/2020;794557;603.29
Cameroon;mean;Export;Air;Lake Jimmy;Electronics;5769;5126.39;22/05/2022;977476;2627.36
New Zealand;movie;Export;Air;South Brandybury;Clothing;3965;5020.95;14/10/2023;310952;1616.31
Bahrain;no;Export;Air;New Melissaville;Electronics;8892;5724.76;31/01/2024;358635;4897.22
Bulgaria;above;Export;Land;Joycemouth;Clothing;6808;8392.45;13/10/2023;541266;3125.26
Zimbabwe;prove;Export;Sea;Lake Davidtown;Furniture;623;9042.48;10/02/2022;472682;1675.07
Yemen;foot;Export;Air;West Krystalmouth;Furniture;1610;3695.6;19/07/2020;636593;4525.83
Guam;analysis;Export;Air;Lake Matthew;Electronics;9255;4866.53;28/01/2021;531291;4742.65
Peru;off;Export;Land;New Erinmouth;Furniture;7631;3367.8;03/02/2020;555418;1417.11
Comoros;home;Export;Land;South Jasonmouth;Furniture;4812;8533.52;09/04/2020;239592;4466.72
Egypt;no;Export;Sea;Andersonmouth;Machinery;8164;3573.89;09/10/2020;507572;3252.04
Ethiopia;ball;Export;Air;Bennettport;Clothing;47;2714.02;05/03/2021;371528;3755.67
Ukraine;soon;Export;Air;Jeanshire;Toys;1438;201.94;07/05/2022;748013;2921.06
Botswana;age;Export;Air;West Danielshire;Electronics;2093;2872.13;17/11/2023;480790;831.2
Bahrain;beautiful;Export;Sea;Acostashire;Machinery;5167;6204.19;05/03/2024;567237;1026.28
Martinique;production;Export;Air;South Jacobborough;Machinery;2177;699.78;29/12/2020;614889;503.83
Martinique;less;Export;Air;Crawfordview;Electronics;637;4783.87;17/10/2021;917883;4873.85
Korea;without;Export;Sea;Josephville;Electronics;671;5179.37;03/09/2020;458569;1125.15
Latvia;chance;Export;Air;Richardchester;Furniture;2203;8621.09;06/06/2021;990633;516.16
Bosnia and Herzegovina;star;Export;Land;Lauraview;Machinery;9736;6140.27;06/05/2024;566552;4795.25
Chile;place;Export;Sea;West Jennifertown;Clothing;3814;946.73;25/08/2020;466369;3160.5
Montenegro;what;Export;Sea;South Sabrina;Toys;916;4470.03;13/07/2024;948148;2505.34
Burundi;very;Export;Sea;Lake Trevor;Furniture;9787;4140.42;03/05/2021;240745;3677.53
Latvia;put;Export;Air;East Nataliebury;Machinery;7455;9011.63;25/09/2019;885910;2393.32
Sao Tome and Principe;response;Export;Land;North Joshuachester;Clothing;7369;7762.02;01/11/2023;125334;2262.43
Syrian Arab Republic;protect;Export;Air;Lindamouth;Furniture;8554;3073.4;21/01/2020;290474;2185.58
Jordan;away;Export;Air;Dawsonmouth;Toys;3557;6863.94;13/08/2023;515557;4931.43
Equatorial Guinea;young;Export;Air;East Joyton;Furniture;8315;7725.07;19/06/2023;831154;3147.22
Bhutan;stop;Export;Land;Thomasburgh;Electronics;991;1815.13;14/04/2020;750846;3801.38
Norfolk Island;him;Export;Land;West James;Electronics;1697;8440.9;01/02/2021;837395;3943.47
Taiwan;operation;Export;Air;East Paul;Toys;2930;4821.76;01/01/2024;670894;4898.75
Tanzania;medical;Export;Sea;New Joseph;Electronics;3856;6320.23;06/11/2023;229856;512.64
Georgia;catch;Export;Land;Sarahmouth;Electronics;4527;5281.65;16/12/2020;988182;1589.66
Congo;now;Export;Sea;Lake Jim;Clothing;8887;6216.9;22/05/2020;579759;3941.1
Turkmenistan;tonight;Export;Sea;North Nicholas;Toys;9519;1893.39;02/01/2023;207364;2089.43
Congo;owner;Export;Land;Wrightton;Electronics;5118;5466.88;08/10/2023;382623;2041.28
Martinique;throw;Export;Sea;West Lucasview;Electronics;1143;4202.91;05/10/2019;980847;3379.33
Kazakhstan;raise;Export;Land;Bushmouth;Furniture;9119;6337.12;15/01/2022;355220;2592.68
Finland;finally;Export;Air;Lake Richardtown;Furniture;3202;7923.35;29/01/2022;106091;2785.55
French Southern Territories;produce;Export;Land;Halemouth;Electronics;2819;1121.52;13/10/2022;532258;2997.18
Wallis and Futuna;power;Export;Air;Joshuaview;Furniture;191;1261.53;11/10/2019;592713;3415.72
Lesotho;move;Export;Air;Conleyville;Toys;6434;484.19;21/02/2021;768781;2074.25
South Georgia and the South Sandwich Islands;box;Export;Sea;Brittneybury;Machinery;2894;1194.54;12/09/2020;878887;3513.78
Tokelau;teacher;Export;Air;Sandovalview;Toys;2038;2709.36;03/11/2019;595479;3034.34
Northern Mariana Islands;loss;Export;Land;Daleborough;Furniture;3121;5101.79;27/10/2020;649676;1336.93
Sao Tome and Principe;little;Export;Land;Rubenfurt;Machinery;5355;5663.39;12/06/2023;217826;4929.14
Romania;product;Export;Land;New Christopherfort;Clothing;1712;7187.24;31/03/2021;986109;346.86
Montserrat;base;Export;Sea;East Amandatown;Toys;4491;6179.92;29/07/2022;261008;2404.78
Morocco;air;Export;Sea;Figueroaville;Furniture;3836;4595.04;04/09/2020;762711;4217.39
United States Virgin Islands;study;Export;Land;Fletcherton;Toys;6333;8247.23;03/07/2021;545441;1295.06
Costa Rica;low;Export;Air;Lanebury;Clothing;7635;4502.47;28/03/2020;703969;4743.67
Iceland;space;Export;Land;Ramosshire;Toys;1870;5113.55;22/03/2022;553421;2630.9
Luxembourg;one;Export;Air;Davidmouth;Toys;3846;5279.61;01/08/2024;731229;4600.27
Portugal;with;Export;Land;Smithberg;Clothing;5981;3165.66;20/09/2021;993623;3160.73
India;media;Export;Land;East Luisburgh;Electronics;1226;7303.09;04/05/2024;948094;2409.05
Spain;wall;Export;Air;Colemanberg;Furniture;9631;1897.35;17/02/2023;735408;1743.86
Qatar;world;Export;Land;Olsenchester;Electronics;1550;6741.8;03/05/2023;909433;4078.1
Ghana;pattern;Export;Land;Erinport;Machinery;806;9005.23;06/02/2022;839904;946.07
Antarctica (the territory South of 60 deg S);party;Export;Air;Lake Kennethborough;Toys;5643;9777.51;04/12/2022;840011;3591.7
Armenia;role;Export;Land;Smithchester;Machinery;4875;9311.94;06/08/2024;245289;2918.37
French Guiana;notice;Export;Air;Starkfort;Furniture;1553;6470.95;06/03/2023;177218;3248.4
Andorra;that;Export;Air;West Brettstad;Furniture;4724;2333.02;09/11/2019;854569;1618.92
Denmark;community;Export;Air;Johnsonville;Furniture;802;5138.73;19/06/2020;112887;2665.78
Botswana;consumer;Export;Sea;Lake Jason;Machinery;4230;4357.87;21/07/2024;926633;1882.59
Namibia;effect;Export;Land;Brianfort;Furniture;627;5020.33;08/03/2021;734513;3292.78
Tuvalu;management;Export;Air;Port Susan;Furniture;61;4670.86;27/10/2021;721204;664.71
Bhutan;firm;Export;Land;Lloydchester;Clothing;1511;2245.62;01/02/2023;881028;483.67
Germany;sound;Export;Sea;North Julie;Electronics;1827;5703.02;02/02/2020;828732;843.24
Monaco;game;Export;Air;West Wendymouth;Furniture;2512;6710.05;26/11/2020;755478;3127.58
Guatemala;figure;Export;Land;West Marilynstad;Clothing;6697;2435.76;21/10/2021;235553;3877.11
Tonga;bar;Export;Sea;New Davidbury;Clothing;8570;4599.33;16/02/2020;721685;4976.42
Congo;need;Export;Land;West Sherriburgh;Machinery;5902;1562.61;03/07/2020;252616;1649.49
Guernsey;knowledge;Export;Air;Troymouth;Machinery;7012;3892.57;19/12/2020;721403;4376.89
Nauru;college;Export;Land;Saundersside;Furniture;5831;6340.66;18/09/2022;199356;628.58
Turks and Caicos Islands;catch;Export;Sea;West Thomasbury;Clothing;7987;3348.79;06/05/2023;652915;740.15
Cayman Islands;capital;Export;Air;Jasmineshire;Clothing;2140;6927.6;22/08/2023;705087;971.93
Israel;fund;Export;Land;Sarahmouth;Furniture;476;8715.83;23/07/2022;818661;2960.58
Hungary;behind;Export;Land;Josephmouth;Furniture;5672;3775.29;12/08/2023;393809;927.69
Maldives;campaign;Export;Land;East Hannahport;Electronics;7709;4502.01;18/05/2020;949644;3969.3
Sudan;power;Export;Sea;New Joseph;Clothing;4958;8766.4;29/04/2022;974540;15.4
Saint Helena;stage;Export;Land;Port Krististad;Toys;6479;5222.31;03/11/2019;134896;4374.56
Suriname;happy;Export;Sea;Michelehaven;Furniture;1563;8294.26;19/01/2024;159392;4118.13
Nicaragua;you;Export;Air;Andersonchester;Electronics;5583;3761.92;17/05/2021;685957;3926.32
Taiwan;so;Export;Land;Thomastown;Furniture;7495;1108.49;04/07/2022;183592;1097.51
Holy See (Vatican City State);cost;Export;Air;Reneechester;Electronics;1237;184.94;01/07/2020;911325;1185.71
Bosnia and Herzegovina;attorney;Export;Land;Owenston;Toys;677;4909.81;21/05/2021;418087;1733.55
Dominica;indeed;Export;Air;Alvarezland;Machinery;2249;7812.25;12/03/2022;834690;924.5
Vanuatu;study;Export;Land;Port Jenniferport;Clothing;323;9613.96;05/02/2024;594218;2054.5
Fiji;hard;Export;Land;Lake Julia;Clothing;2813;3580.21;15/07/2022;305659;3958.8
Bhutan;wish;Export;Land;Prattview;Machinery;2458;9389.15;02/08/2021;652556;2952.83
Israel;as;Export;Air;Johnhaven;Electronics;385;1403.97;08/03/2023;362912;2647.2
Mauritius;his;Export;Air;Maldonadohaven;Machinery;4564;7481.48;22/06/2021;781613;4734.95
Kyrgyz Republic;of;Export;Land;Willismouth;Electronics;2009;5742.6;26/06/2022;930920;2333.64
Guinea-Bissau;popular;Export;Sea;Gregoryport;Furniture;6013;2121.93;02/11/2021;615163;1518.35
Saint Kitts and Nevis;capital;Export;Land;Victoriamouth;Furniture;2152;9534.16;15/09/2020;265331;4377.87
Gambia;range;Export;Sea;Lake Jaclyn;Machinery;672;6739.41;02/04/2023;332464;509.56
Mexico;ahead;Export;Air;Joshuaborough;Clothing;753;7372.68;05/10/2021;245958;3111.34
Gambia;doctor;Export;Air;Brandimouth;Machinery;7245;3993.9;01/09/2022;134412;4807.53
Bouvet Island (Bouvetoya);effort;Export;Land;Lake Michaelside;Machinery;7981;5473.74;04/12/2020;412457;334.42
Congo;vote;Export;Air;New Edwardview;Machinery;20;6537.44;19/02/2021;322585;1666.83
Ghana;throughout;Export;Air;Lake Sherryport;Clothing;7857;9120.61;06/09/2020;898842;935.13
Maldives;speech;Export;Sea;Marissashire;Electronics;7097;3097.8;07/10/2023;834454;4936.03
Albania;class;Export;Sea;Ruizmouth;Furniture;8648;3099.4;29/04/2024;410750;1840.12
Armenia;real;Export;Air;Laraborough;Clothing;4486;2423.99;29/03/2022;178557;844.48
Belarus;able;Export;Sea;Port Latashaview;Machinery;8201;8147.98;31/05/2023;643058;1265.96
Norfolk Island;light;Export;Land;North Brittanyborough;Clothing;6288;8670.23;09/08/2022;877305;3580.15
Finland;learn;Export;Air;New Lisa;Electronics;2255;4997.06;12/04/2021;498546;2429.53
Maldives;relationship;Export;Land;North Kenneth;Furniture;6647;4312.13;15/06/2023;174153;2401.4
Venezuela;total;Export;Air;Buckleytown;Machinery;146;2468.87;24/09/2022;707894;1880.8
Barbados;may;Export;Sea;Hallville;Electronics;6264;752.25;07/06/2022;182656;4968.56
